"Year Month","State","Countym","Industry","Suspicious Activity","Regulator","Product","Instrument","Count"
"2022 July","New York","Westchester County, NY","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","Funds Transfer","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Other Fraud (Type)","FRB","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Other Fraud (Type)","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","Funds Transfer","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Provided Questionable or False Documentation","FRB","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","Provided Questionable or False Documentation","[Total]","Credit Card","[Total]","1"
"2022 July","New York","Westchester County, NY","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","5"
"2022 July","New York","Westchester County, NY","[Total]","[Total]","[Total]","Credit Card","[Total]","5"
"2022 July","New York","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","43"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","ACH","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","ACH","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","ACH","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","ACH","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","ACH","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Check","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Check","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Check","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Check","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Check","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Counterfeit Instrument","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Forgeries","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Forgeries","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Forgeries","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Forgeries","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Forgeries","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Misuse of Position or Self-Dealing","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Butler County, OH","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","30"
"2022 July","Ohio","Butler County, OH","[Total]","[Total]","[Total]","Credit Card","[Total]","30"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Account Takeover","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Account Takeover","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","ACH","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","ACH","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","ACH","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","ACH","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","ACH","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Check","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Check","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Check","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Check","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Check","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Counterfeit Instrument","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Counterfeit Instrument","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Credit/Debit Card","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Credit/Debit Card","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Forgeries","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Forgeries","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Forgeries","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Forgeries","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Forgeries","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Identity Theft","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Identity Theft","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Misuse of Position or Self-Dealing","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Misuse of Position or Self-Dealing","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Funds Transfer","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","Personal/Business Check","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","U.S. Currency","1"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","SEC","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","3"
"2022 July","Ohio","Hamilton County, OH","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","SEC","Credit Card","Funds Transfer","1"
